param_C,param_kernel,mean_test_score,std_test_score,rank_test_score,precision,recall,f1_score,accuracy,is_best_model
1,linear,0.9598105960402084,0.0013066308355639724,1,0.9882946105922973,0.9873646106324546,0.9876838022759571,0.9873646106324546,True
1,rbf,0.9520632460950267,0.001006221156179458,2,0.9882946105922973,0.9873646106324546,0.9876838022759571,0.9873646106324546,False
