param_penalty,param_C,param_solver,mean_test_score,std_test_score,rank_test_score,precision,recall,f1_score,accuracy,is_best_model
l2,0.1,lbfgs,0.6829438125705047,0.004177689314001151,6,0.9151229957942129,0.6837270116419155,0.7631370831612867,0.6837270116419155,False
l2,0.1,liblinear,0.6829441147199532,0.0042027171929969,5,0.9151229957942129,0.6837270116419155,0.7631370831612867,0.6837270116419155,False
l2,1.0,lbfgs,0.6877494197078369,0.006440284383933717,3,0.9151229957942129,0.6837270116419155,0.7631370831612867,0.6837270116419155,False
l2,1.0,liblinear,0.6877065784929671,0.0063088566650524045,4,0.9151229957942129,0.6837270116419155,0.7631370831612867,0.6837270116419155,False
l2,10.0,lbfgs,0.7005822617041572,0.007709569712809892,2,0.9151229957942129,0.6837270116419155,0.7631370831612867,0.6837270116419155,False
l2,10.0,liblinear,0.7006700944512869,0.008079964367967851,1,0.9151229957942129,0.6837270116419155,0.7631370831612867,0.6837270116419155,True
