param_C,param_kernel,mean_test_score,std_test_score,rank_test_score,precision,recall,f1_score,accuracy,is_best_model
1,linear,0.6895414575515156,0.007664730862037342,2,0.9187842379934814,0.675002712069566,0.7566417922217981,0.675002712069566,False
1,rbf,0.7076296092499454,0.004418278034353269,1,0.9187842379934814,0.675002712069566,0.7566417922217981,0.675002712069566,True
