param_penalty,param_C,param_solver,mean_test_score,std_test_score,rank_test_score,precision,recall,f1_score,accuracy,is_best_model
l2,0.1,lbfgs,0.859007164766999,0.002670474173078855,5,0.952080543377769,0.931724362378171,0.9390478491045656,0.931724362378171,False
l2,0.1,liblinear,0.8564069751438022,0.0027299663712568602,6,0.952080543377769,0.931724362378171,0.9390478491045656,0.931724362378171,False
l2,1.0,lbfgs,0.868446861183107,0.0024464182147807285,3,0.952080543377769,0.931724362378171,0.9390478491045656,0.931724362378171,False
l2,1.0,liblinear,0.8652591757453705,0.002704774952980905,4,0.952080543377769,0.931724362378171,0.9390478491045656,0.931724362378171,False
l2,10.0,lbfgs,0.8702332739676336,0.0027418681280293724,2,0.952080543377769,0.931724362378171,0.9390478491045656,0.931724362378171,False
l2,10.0,liblinear,0.8703988797091243,0.0026790337477780586,1,0.952080543377769,0.931724362378171,0.9390478491045656,0.931724362378171,True
