param_C,param_kernel,mean_test_score,std_test_score,rank_test_score,precision,recall,f1_score,accuracy,is_best_model
1,linear,0.8722419098496894,0.0023083318649447294,2,0.966677786561235,0.9654967655001913,0.9660271157147869,0.9654967655001913,False
1,rbf,0.874303494700511,0.0020731447464255185,1,0.966677786561235,0.9654967655001913,0.9660271157147869,0.9654967655001913,True
